"Entity Name","Branch Region","Branch","Division","Due Date","Top Level Customer ID","Top Level Customer Name","Customer ID","Customer","Billing Group ID","Billing Group","Invoice ID","Invoice #","Issue Date","Total","Outstanding","Delivery","Status"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","162","WTC Group Aust Pty Ltd","162","WTC Group Aust Pty Ltd","","","28697","NSW1682","23.3.2024","4,934.16","4,934.16","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","162","WTC Group Aust Pty Ltd","162","WTC Group Aust Pty Ltd","","","28698","NSW1683","23.3.2024","3,987.50","3,987.50","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28699","NSW1684","28.3.2024","1,061.48","1,061.48","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28700","NSW1685","28.3.2024","2,015.62","2,015.62","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28701","NSW1686","28.3.2024","1,871.00","1,871.00","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28702","NSW1687","28.3.2024","2,366.80","2,366.80","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28703","NSW1688","28.3.2024","2,308.82","2,308.82","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28704","NSW1689","28.3.2024","2,366.80","2,366.80","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28705","NSW1690","28.3.2024","1,743.14","1,743.14","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","90","Attcall Group Pty Ltd","90","Attcall Group Pty Ltd","","","28706","NSW1691","28.3.2024","1,119.47","1,119.47","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","27.4.2024","98","Delivering for Customers (D4C)","98","Delivering for Customers (D4C)","","","28707","NSW1692","28.3.2024","3,967.36","3,967.36","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","27.4.2024","98","Delivering for Customers (D4C)","98","Delivering for Customers (D4C)","","","28708","NSW1693","28.3.2024","3,646.14","3,646.14","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","27.4.2024","98","Delivering for Customers (D4C)","98","Delivering for Customers (D4C)","","","28709","NSW1694","28.3.2024","2,350.78","2,350.78","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","11.4.2024","93","Devcon Civil","93","Devcon Civil","","","28710","NSW1695","28.3.2024","1,022.48","1,022.48","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","11.4.2024","93","Devcon Civil","93","Devcon Civil","","","28711","NSW1696","28.3.2024","1,543.73","1,543.73","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","11.4.2024","93","Devcon Civil","93","Devcon Civil","","","28712","NSW1697","28.3.2024","994.87","994.87","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28713","NSW1698","28.3.2024","1,426.21","1,426.21","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28714","NSW1699","28.3.2024","1,419.63","1,419.63","Email/PDF","Viewed"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28715","NSW1700","28.3.2024","2,519.72","2,519.72","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28716","NSW1701","28.3.2024","915.26","915.26","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28717","NSW1702","28.3.2024","2,607.74","2,607.74","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28718","NSW1703","28.3.2024","3,215.07","3,215.07","Email/PDF","Sent"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28719","NSW1704","28.3.2024","3,016.30","3,016.30","Email/PDF","Viewed"
"Connect Resources (NSW) Pty Ltd","","","","30.4.2024","119","Fulton Hogan Industries Pty Ltd","119","Fulton Hogan Industries Pty Ltd","","","28720","NSW1705","28.3.2024","3,154.50","3,154.50","Email/PDF","Viewed"
"Connect Resources (NSW) Pty Ltd","","","","11.4.2024","69","Georgiou","69","Georgiou","","","28721","NSW1706","28.3.2024","2,847.98","2,847.98","Email/PDF","Sent"
